name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,issues,closedIssues,stars
nocode,kelseyhightower,2018-02-06T23:54:00Z,2026-03-13T15:18:53Z,Dockerfile,1,1,0,0,64987
interviews,kdn251,2017-02-14T18:19:25Z,2026-03-13T15:46:22Z,Java,42,0,0,0,64946
Apollo-11,chrislgarry,2014-04-03T15:45:02Z,2026-03-13T15:27:06Z,Assembly,355,0,0,0,64657
localstack,localstack,2016-10-25T23:48:03Z,2026-03-13T14:35:20Z,Python,6813,106,0,0,64649
daytona,daytonaio,2024-02-06T08:21:20Z,2026-03-13T15:43:42Z,TypeScript,1913,164,0,0,64495
docusaurus,facebook,2017-06-20T16:13:53Z,2026-03-13T12:27:28Z,TypeScript,5633,154,0,0,64109
keras,keras-team,2015-03-28T00:35:42Z,2026-03-13T15:45:39Z,Python,4694,86,0,0,63903
prometheus,prometheus,2012-11-24T11:14:12Z,2026-03-13T15:45:39Z,Go,8257,359,0,0,63160
OpenBB,OpenBB-finance,2020-12-20T10:46:38Z,2026-03-13T15:47:23Z,Python,4222,55,0,0,62972
socket.io,socketio,2010-03-11T18:24:48Z,2026-03-13T13:18:00Z,TypeScript,441,83,0,0,62945
alacritty,alacritty,2016-02-18T05:02:30Z,2026-03-13T15:44:09Z,Rust,1918,105,0,0,62915
resume.github.com,resume,2011-02-06T13:39:55Z,2026-03-13T06:15:39Z,JavaScript,84,0,0,0,62813
open-interpreter,openinterpreter,2023-07-14T07:10:44Z,2026-03-13T14:09:04Z,Python,384,48,0,0,62679
nocodb,nocodb,2017-10-29T18:51:48Z,2026-03-13T15:46:07Z,TypeScript,5853,183,0,0,62418
traefik,traefik,2015-09-13T19:04:02Z,2026-03-13T15:45:39Z,Go,5100,509,0,0,62153
rustlings,rust-lang,2015-09-15T02:25:18Z,2026-03-13T15:46:01Z,Rust,922,46,0,0,62153
uBlock,gorhill,2015-04-01T17:51:11Z,2026-03-13T14:34:34Z,JavaScript,256,285,0,0,62067
nerd-fonts,ryanoasis,2014-12-05T04:31:17Z,2026-03-13T15:13:10Z,CSS,565,38,0,0,61984
crawl4ai,unclecode,2024-05-09T09:48:50Z,2026-03-13T14:47:50Z,Python,170,13,0,0,61894
sway,FuelLabs,2021-01-19T20:54:33Z,2026-03-13T11:50:42Z,Rust,3643,185,0,0,61881
tldr,tldr-pages,2013-12-08T07:34:43Z,2026-03-13T15:28:35Z,Markdown,17860,6,0,0,61638
lodash,lodash,2012-04-07T04:11:46Z,2026-03-13T11:08:35Z,JavaScript,614,2,0,0,61575
redux,reduxjs,2015-05-29T23:53:15Z,2026-03-13T10:40:44Z,TypeScript,1747,78,0,0,61440
ladybird,LadybirdBrowser,2024-05-30T09:18:10Z,2026-03-13T15:51:17Z,C++,5974,0,0,0,61254
atom,atom,2012-01-20T18:18:21Z,2026-03-13T09:47:15Z,JavaScript,3937,538,0,0,60997
ripgrep,BurntSushi,2016-03-11T02:02:33Z,2026-03-13T15:46:33Z,Rust,544,74,0,0,60878
architect-awesome,xingshaocheng,2018-04-06T13:30:58Z,2026-03-13T11:56:48Z,None,49,0,0,0,60844
Front-end-Developer-Interview-Questions,h5bp,2012-02-09T23:34:10Z,2026-03-13T12:58:07Z,Nunjucks,485,0,0,0,60801
scrapy,scrapy,2010-02-22T02:01:14Z,2026-03-13T15:46:21Z,Python,2476,46,0,0,60725
leetcode-master,youngyangyang04,2019-12-14T12:05:42Z,2026-03-13T15:13:34Z,Shell,2311,0,0,0,60715
minio,minio,2015-01-14T19:23:58Z,2026-03-13T14:29:55Z,Go,9882,521,0,0,60473
openpilot,commaai,2016-11-24T01:33:30Z,2026-03-13T15:47:43Z,Python,12706,61,0,0,60300
markdown-here,adam-p,2012-05-13T03:27:22Z,2026-03-13T13:48:53Z,JavaScript,27,17,0,0,60169
jquery,jquery,2009-04-03T15:20:14Z,2026-03-13T14:43:47Z,JavaScript,870,13,0,0,59870
nuxt,nuxt,2016-10-26T11:18:47Z,2026-03-13T15:45:46Z,TypeScript,7530,275,0,0,59825
drawio-desktop,jgraph,2017-05-25T20:58:42Z,2026-03-13T15:41:59Z,JavaScript,25,170,0,0,59805
spring-framework,spring-projects,2010-12-08T04:04:45Z,2026-03-13T14:48:34Z,Java,908,359,0,0,59756
git,git,2008-07-23T14:21:26Z,2026-03-13T15:12:00Z,C,3,0,0,0,59651
Real-Time-Voice-Cloning,CorentinJ,2019-05-26T08:56:15Z,2026-03-13T10:52:14Z,Python,51,0,0,0,59518
30-Days-Of-Python,Asabeneh,2019-11-19T17:24:16Z,2026-03-13T15:47:06Z,Python,137,0,0,0,59461
pathway,pathwaycom,2022-11-27T13:01:14Z,2026-03-13T15:40:02Z,Python,19,84,0,0,59406
shadowsocks-windows,shadowsocks,2013-01-14T07:54:16Z,2026-03-13T13:13:45Z,C#,290,55,0,0,59282
awesome-flutter,Solido,2017-05-07T11:45:27Z,2026-03-13T13:59:43Z,Dart,448,0,0,0,59258
Magisk,topjohnwu,2016-09-08T12:42:53Z,2026-03-13T15:22:08Z,Rust,1690,156,0,0,59251
llama,meta-llama,2023-02-14T09:29:12Z,2026-03-13T15:48:11Z,Python,54,0,0,0,59215
cline,cline,2024-07-06T07:28:10Z,2026-03-13T15:16:29Z,TypeScript,3283,241,0,0,58953
angular.js,angular,2010-01-06T00:34:37Z,2026-03-13T10:31:41Z,JavaScript,790,0,0,0,58917
awesome-chatgpt-prompts-zh,PlexPt,2022-12-12T01:55:03Z,2026-03-13T14:04:09Z,None,33,0,0,0,58707
rails,rails,2008-04-11T02:19:47Z,2026-03-13T15:47:23Z,Ruby,25901,160,0,0,58326
mkcert,FiloSottile,2018-06-25T05:33:03Z,2026-03-13T14:16:16Z,Go,52,14,0,0,58290
FFmpeg,FFmpeg,2011-04-14T14:12:38Z,2026-03-13T15:37:24Z,C,0,0,0,0,57866
memos,usememos,2021-12-08T15:30:18Z,2026-03-13T15:31:59Z,Go,1929,86,0,0,57822
bat,sharkdp,2018-04-21T10:52:23Z,2026-03-13T15:49:51Z,Rust,1583,43,0,0,57623
astro,withastro,2021-03-15T17:19:47Z,2026-03-13T15:15:50Z,TypeScript,8315,1000,0,0,57508
html5-boilerplate,h5bp,2010-01-24T18:03:24Z,2026-03-13T12:59:03Z,JavaScript,804,34,0,0,57401
zustand,pmndrs,2019-04-09T09:10:06Z,2026-03-13T15:26:35Z,TypeScript,889,101,0,0,57364
fuel-core,FuelLabs,2020-08-27T21:12:14Z,2026-03-13T11:50:41Z,Rust,1621,125,0,0,57298
DeepLearning-500-questions,scutan90,2018-06-27T06:36:45Z,2026-03-13T15:50:29Z,JavaScript,302,0,0,0,57209
private-gpt,zylon-ai,2023-05-02T09:15:31Z,2026-03-13T15:43:07Z,Python,226,10,0,0,57176
yolov5,ultralytics,2020-05-18T03:45:11Z,2026-03-13T13:10:39Z,Python,2240,10,0,0,57002
you-get,soimort,2012-08-20T15:53:36Z,2026-03-13T09:53:50Z,Python,582,123,0,0,56771
pocketbase,pocketbase,2022-07-05T06:06:21Z,2026-03-13T13:46:00Z,Go,55,247,0,0,56717
vaultwarden,dani-garcia,2018-02-17T22:40:20Z,2026-03-13T15:39:50Z,Rust,1089,78,0,0,56708
meilisearch,meilisearch,2018-04-23T11:45:28Z,2026-03-13T15:16:32Z,Rust,2348,302,0,0,56375
react-router,remix-run,2014-05-16T22:22:51Z,2026-03-13T10:45:26Z,TypeScript,3417,326,0,0,56302
face_recognition,ageitgey,2017-03-03T21:52:39Z,2026-03-13T15:23:44Z,Python,94,2,0,0,56191
anything-llm,Mintplex-Labs,2023-06-04T02:29:14Z,2026-03-13T15:32:06Z,JavaScript,1318,25,0,0,56169
llm-app,pathwaycom,2023-07-19T08:43:37Z,2026-03-13T15:39:59Z,Jupyter Notebook,49,0,0,0,56144
awesome-rust,rust-unofficial,2014-07-17T10:45:10Z,2026-03-13T15:34:56Z,Rust,1712,0,0,0,56134
MinerU,opendatalab,2024-02-29T08:52:34Z,2026-03-13T15:18:37Z,Python,1320,143,0,0,56104
pi-hole,pi-hole,2014-06-08T15:02:55Z,2026-03-13T13:14:28Z,Shell,2173,123,0,0,56086
rclone,rclone,2014-03-16T16:19:57Z,2026-03-13T15:50:02Z,Go,2315,122,0,0,56002
gatsby,gatsbyjs,2015-05-21T22:43:05Z,2026-03-13T13:32:49Z,JavaScript,18266,158,0,0,55941
leetcode,azl397985856,2018-03-30T09:13:51Z,2026-03-13T12:57:37Z,JavaScript,257,40,0,0,55821
rich,Textualize,2019-11-10T15:28:09Z,2026-03-13T15:28:16Z,Python,860,175,0,0,55758
docling,docling-project,2024-07-09T07:50:26Z,2026-03-13T15:35:32Z,Python,764,158,0,0,55737
GPT-SoVITS,RVC-Boss,2024-01-14T18:05:21Z,2026-03-13T15:14:38Z,Python,355,4,0,0,55734
awesome-android-ui,wasabeef,2014-12-24T01:45:03Z,2026-03-13T15:35:05Z,None,90,0,0,0,55639
github-cheat-sheet,tiimgreen,2014-04-12T16:38:42Z,2026-03-13T11:47:10Z,None,129,0,0,0,55639
autogen,microsoft,2023-08-18T11:43:45Z,2026-03-13T15:39:45Z,Python,2535,98,0,0,55565
project-layout,golang-standards,2017-09-09T16:33:26Z,2026-03-13T14:02:48Z,Makefile,94,0,0,0,55542
gpt-engineer,AntonOsika,2023-04-29T12:52:15Z,2026-03-13T14:03:08Z,Python,351,21,0,0,55222
hackingtool,Z4nzu,2020-04-11T09:21:31Z,2026-03-13T11:38:49Z,Python,57,0,0,0,55221
OpenManus,FoundationAgents,2025-03-06T14:08:14Z,2026-03-13T15:48:36Z,Python,115,3,0,0,55211
appwrite,appwrite,2019-04-08T16:36:25Z,2026-03-13T15:45:10Z,TypeScript,4470,120,0,0,55083
faceswap,deepfakes,2017-12-19T09:44:13Z,2026-03-13T11:57:15Z,Python,364,5,0,0,55038
nanoGPT,karpathy,2022-12-28T00:51:12Z,2026-03-13T15:24:19Z,Python,45,0,0,0,54782
starship,starship,2019-04-02T03:23:12Z,2026-03-13T15:50:01Z,Rust,3060,138,0,0,54754
marktext,marktext,2017-11-12T16:05:25Z,2026-03-13T15:46:03Z,JavaScript,944,36,0,0,54420
ChatGPT,lencx,2022-12-07T09:43:02Z,2026-03-13T12:32:45Z,Rust,123,34,0,0,54374
ultralytics,ultralytics,2022-09-11T16:39:45Z,2026-03-13T15:51:57Z,Python,4270,349,0,0,54338
gitea,go-gitea,2016-11-01T02:13:26Z,2026-03-13T15:31:46Z,Go,18554,225,0,0,54266
element,ElemeFE,2016-09-03T06:19:26Z,2026-03-13T10:28:20Z,Vue,3231,145,0,0,54208
maybe,maybe-finance,2024-01-01T22:23:46Z,2026-03-13T11:26:25Z,Ruby,1073,28,0,0,54047
unsloth,unslothai,2023-11-29T16:50:09Z,2026-03-13T15:45:00Z,Python,793,23,0,0,53907
ai-agents-for-beginners,microsoft,2024-11-28T10:42:52Z,2026-03-13T15:49:03Z,Jupyter Notebook,317,0,0,0,53879
joplin,laurent22,2017-01-16T21:49:41Z,2026-03-13T15:42:24Z,TypeScript,5285,401,0,0,53873
requests,psf,2011-02-13T18:38:17Z,2026-03-13T14:15:03Z,Python,1619,14,0,0,53855
normalize.css,necolas,2011-05-04T10:20:25Z,2026-03-13T08:26:43Z,CSS,56,0,0,0,53766
segment-anything,facebookresearch,2023-03-23T17:03:03Z,2026-03-13T14:21:41Z,Jupyter Notebook,16,0,0,0,53655
dive,wagoodman,2018-05-13T15:44:01Z,2026-03-13T15:49:13Z,Go,164,28,0,0,53562
powerlevel10k,romkatv,2019-02-24T19:09:45Z,2026-03-13T15:45:40Z,Shell,169,33,0,0,53266
core,vuejs,2018-06-12T13:49:36Z,2026-03-13T15:29:21Z,TypeScript,3664,269,0,0,53224
trackerslist,ngosang,2016-04-24T11:57:57Z,2026-03-13T14:27:54Z,None,1,0,0,0,53181
material-design-icons,google,2014-10-08T18:01:28Z,2026-03-13T15:48:07Z,None,50,16,0,0,52978
pdf.js,mozilla,2011-04-26T06:32:03Z,2026-03-13T14:58:30Z,JavaScript,8509,83,0,0,52976
first-contributions,firstcontributions,2016-09-20T14:35:09Z,2026-03-13T15:48:54Z,None,95002,0,0,0,52962
n8n-workflows,Zie619,2025-05-14T08:43:59Z,2026-03-13T15:31:34Z,Python,34,1,0,0,52868
ImHex,WerWolv,2020-11-10T14:27:00Z,2026-03-13T13:14:10Z,C++,727,82,0,0,52865
Free-Certifications,cloudcommunity,2020-07-31T10:26:19Z,2026-03-13T13:36:58Z,None,115,0,0,0,52582
kotlin,JetBrains,2012-02-13T17:29:58Z,2026-03-13T15:37:36Z,Kotlin,2157,285,0,0,52452
ionic-framework,ionic-team,2013-08-20T23:06:02Z,2026-03-13T14:33:44Z,TypeScript,6530,931,0,0,52404
Docker-OSX,sickcodes,2020-06-04T11:01:37Z,2026-03-13T15:29:55Z,Shell,109,0,0,0,52264
v2rayNG,2dust,2019-05-15T02:15:31Z,2026-03-13T15:29:43Z,Kotlin,541,284,0,0,52076
Ghost,TryGhost,2013-05-04T11:09:13Z,2026-03-13T15:34:31Z,JavaScript,15761,956,0,0,52029
typst,typst,2019-09-24T21:41:56Z,2026-03-13T15:46:08Z,Rust,2247,27,0,0,52013
termux-app,termux,2015-10-23T09:42:46Z,2026-03-13T14:38:40Z,Java,177,95,0,0,51895
PowerShell,PowerShell,2016-01-13T23:41:35Z,2026-03-13T15:46:57Z,C#,8127,195,0,0,51847
prettier,prettier,2016-11-29T17:13:37Z,2026-03-13T15:46:40Z,JavaScript,9670,134,0,0,51733
coolify,coollabsio,2021-01-25T20:54:01Z,2026-03-13T15:06:02Z,PHP,2346,670,0,0,51669
etcd,etcd-io,2013-07-06T21:57:21Z,2026-03-13T15:46:03Z,Go,10239,272,0,0,51603
grok-1,xai-org,2024-03-17T08:53:38Z,2026-03-13T13:06:02Z,Python,5,0,0,0,51536
awesome-ios,vsouza,2014-07-10T16:03:45Z,2026-03-13T15:26:23Z,Swift,2240,0,0,0,51523
guava,google,2014-05-29T16:23:17Z,2026-03-13T15:45:15Z,Java,1211,57,0,0,51500
jekyll,jekyll,2008-10-20T06:29:03Z,2026-03-13T13:18:48Z,Ruby,3198,112,0,0,51444
Semantic-UI,Semantic-Org,2013-04-08T23:32:04Z,2026-03-11T20:49:30Z,JavaScript,356,154,0,0,51134
chinese-poetry,chinese-poetry,2016-09-02T03:32:25Z,2026-03-13T12:48:07Z,JavaScript,137,1,0,0,51082
DefinitelyTyped,DefinitelyTyped,2012-10-05T16:39:45Z,2026-03-13T13:04:12Z,TypeScript,52981,1,0,0,51050
Motrix,agalwood,2018-12-18T11:45:05Z,2026-03-13T15:52:09Z,JavaScript,192,21,0,0,51026
go-ethereum,ethereum,2013-12-26T13:05:46Z,2026-03-13T13:18:48Z,Go,8804,228,0,0,50911
Flowise,FlowiseAI,2023-03-31T12:23:09Z,2026-03-13T15:12:11Z,TypeScript,1589,80,0,0,50691
professional-programming,charlax,2015-11-07T05:07:52Z,2026-03-13T13:34:57Z,Python,43,0,0,0,50657
awesome-wechat-weapp,justjavac,2016-09-22T20:04:48Z,2026-03-13T15:49:47Z,None,278,0,0,0,50616
hiring-without-whiteboards,poteto,2017-03-15T05:09:01Z,2026-03-13T08:04:45Z,JavaScript,1309,0,0,0,50488
windows,dockur,2024-01-14T13:09:40Z,2026-03-13T13:13:46Z,Shell,519,119,0,0,50325
MoneyPrinterTurbo,harry0703,2024-03-11T02:57:34Z,2026-03-13T15:08:56Z,Python,145,9,0,0,50187
lazydocker,jesseduffield,2019-05-18T08:53:50Z,2026-03-13T15:48:13Z,Go,191,45,0,0,50105
bulma,jgthms,2016-01-23T23:48:34Z,2026-03-13T13:01:23Z,CSS,646,22,0,0,50059
100-Days-Of-ML-Code,Avik-Jain,2018-07-05T09:11:43Z,2026-03-13T10:23:32Z,None,6,0,0,0,49818
mastodon,mastodon,2016-02-22T15:01:25Z,2026-03-13T14:42:58Z,Ruby,19227,327,0,0,49746
mem0,mem0ai,2023-06-20T08:58:36Z,2026-03-13T15:51:19Z,Python,1833,273,0,0,49689
cypress,cypress-io,2015-03-04T00:46:28Z,2026-03-13T13:57:53Z,TypeScript,8087,387,0,0,49609
odoo,odoo,2014-05-13T15:38:58Z,2026-03-13T15:47:52Z,Python,6182,0,0,0,49490
hacker-scripts,NARKOZ,2015-11-21T19:05:09Z,2026-03-13T09:58:22Z,JavaScript,63,0,0,0,49431
jellyfin,jellyfin,2018-12-09T06:36:45Z,2026-03-13T15:16:50Z,C#,5186,102,0,0,49288
lx-music-desktop,lyswhut,2019-08-14T14:31:08Z,2026-03-13T15:05:50Z,TypeScript,91,112,0,0,49287
open-source-ios-apps,dkhamsing,2015-01-26T23:32:34Z,2026-03-13T13:37:33Z,None,1550,37,0,0,49213
alist,AlistGo,2020-12-23T17:40:29Z,2026-03-13T14:43:23Z,Go,905,143,0,0,49164
json,nlohmann,2013-07-04T08:47:49Z,2026-03-13T12:54:30Z,C++,1010,45,0,0,49101
dbeaver,dbeaver,2015-10-21T08:26:28Z,2026-03-13T15:38:03Z,Java,6749,243,0,0,49085
winutil,ChrisTitusTech,2022-04-28T02:25:19Z,2026-03-13T15:44:42Z,PowerShell,1085,34,0,0,48992
context7,upstash,2025-03-26T23:40:39Z,2026-03-13T15:49:49Z,TypeScript,286,54,0,0,48880
huginn,huginn,2013-03-10T06:00:31Z,2026-03-13T14:28:48Z,Ruby,1065,1,0,0,48864
TrendRadar,sansan0,2025-04-28T11:42:16Z,2026-03-13T15:51:42Z,Python,1,0,0,0,48840
query,TanStack,2019-09-10T19:23:58Z,2026-03-13T15:28:23Z,TypeScript,3209,1000,0,0,48797
ai-hedge-fund,virattt,2024-11-29T16:30:01Z,2026-03-13T15:45:24Z,Python,44,0,0,0,48708
dayjs,iamkun,2018-04-10T09:26:44Z,2026-03-13T14:29:30Z,JavaScript,720,126,0,0,48589
julia,JuliaLang,2011-04-21T07:01:50Z,2026-03-13T15:46:02Z,Julia,26916,196,0,0,48534
RxJava,ReactiveX,2013-01-08T20:11:48Z,2026-03-13T14:40:35Z,Java,3378,243,0,0,48484
algorithm-visualizer,algorithm-visualizer,2016-05-15T00:27:45Z,2026-03-13T15:03:51Z,JavaScript,183,0,0,0,48380
pandas,pandas-dev,2010-08-24T01:37:33Z,2026-03-13T15:45:42Z,Python,28081,118,0,0,48125
moment,moment,2011-03-01T02:46:06Z,2026-03-13T10:32:12Z,JavaScript,714,0,0,0,48044
expo,expo,2016-08-15T17:14:25Z,2026-03-13T15:33:46Z,TypeScript,20744,0,0,0,47918
terraform,hashicorp,2014-03-13T22:25:48Z,2026-03-13T15:46:03Z,Go,13226,404,0,0,47913
x64dbg,x64dbg,2015-04-11T20:48:23Z,2026-03-13T13:55:37Z,C++,774,4,0,0,47881
Fooocus,lllyasviel,2023-08-09T18:43:40Z,2026-03-13T14:56:34Z,Python,448,21,0,0,47855
nanochat,karpathy,2025-10-13T13:46:35Z,2026-03-13T15:52:14Z,Python,73,0,0,0,47850
type-challenges,type-challenges,2020-07-23T14:33:11Z,2026-03-13T14:53:43Z,TypeScript,600,0,0,0,47816
open-source-mac-os-apps,serhii-londar,2017-11-03T02:35:33Z,2026-03-13T13:37:44Z,None,614,0,0,0,47808
kubernetes-the-hard-way,kelseyhightower,2016-07-07T14:15:27Z,2026-03-13T12:07:42Z,None,73,0,0,0,47710
llama_index,run-llama,2022-11-02T04:24:54Z,2026-03-13T15:43:20Z,Python,7667,426,0,0,47647
design-patterns-for-humans,kamranahmedse,2017-02-16T21:24:39Z,2026-03-13T12:57:38Z,None,50,0,0,0,47621
freqtrade,freqtrade,2017-05-17T23:48:53Z,2026-03-13T15:52:56Z,Python,6340,110,0,0,47622
htmx,bigskysoftware,2020-04-13T16:17:51Z,2026-03-13T15:31:10Z,JavaScript,1059,27,0,0,47612
jadx,skylot,2013-03-18T17:08:21Z,2026-03-13T14:59:17Z,Java,623,34,0,0,47609
big-list-of-naughty-strings,minimaxir,2015-08-08T20:57:20Z,2026-03-12T15:26:52Z,Python,89,0,0,0,47606
gogs,gogs,2014-02-12T01:57:08Z,2026-03-13T11:29:31Z,Go,1869,96,0,0,47578
whisper.cpp,ggml-org,2022-09-25T18:26:37Z,2026-03-13T15:44:31Z,C++,932,31,0,0,47493
Projects,karan,2013-07-04T13:37:27Z,2026-03-13T14:18:09Z,None,19,0,0,0,47468
awesome-java,akullpp,2014-07-09T10:12:43Z,2026-03-13T15:46:43Z,None,733,0,0,0,47297
chinese-independent-developer,1c7,2017-09-21T11:08:23Z,2026-03-13T15:05:01Z,None,418,0,0,0,47085
PythonDataScienceHandbook,jakevdp,2016-08-10T14:24:36Z,2026-03-13T12:22:39Z,Jupyter Notebook,28,0,0,0,47036
awesome-react-components,brillout,2016-06-24T15:19:33Z,2026-03-13T15:35:21Z,None,343,0,0,0,47022
react,typescript-cheatsheets,2018-06-02T04:08:16Z,2026-03-13T07:20:35Z,JavaScript,375,0,0,0,47006
brew,Homebrew,2016-03-06T05:08:38Z,2026-03-13T15:13:19Z,Ruby,13838,474,0,0,46993
quill,slab,2012-07-30T23:23:18Z,2026-03-13T14:56:37Z,TypeScript,382,95,0,0,46951
serverless,serverless,2015-04-21T03:48:40Z,2026-03-13T15:02:50Z,JavaScript,4867,480,0,0,46951
v2ray-core,v2ray,2015-09-04T11:42:53Z,2026-03-13T07:30:38Z,Go,203,247,0,0,46947
okhttp,square,2012-07-23T13:42:55Z,2026-03-13T15:52:18Z,Kotlin,3974,0,0,0,46924
pixijs,pixijs,2013-01-21T22:40:50Z,2026-03-13T13:53:14Z,TypeScript,3812,304,0,0,46736
Made-With-ML,GokuMohandas,2018-11-05T03:44:27Z,2026-03-13T15:47:27Z,Jupyter Notebook,147,1,0,0,46719
Pake,tw93,2022-10-14T09:32:57Z,2026-03-13T13:14:44Z,Rust,111,41,0,0,46623
discourse,discourse,2013-01-12T00:25:55Z,2026-03-13T15:47:05Z,Ruby,33660,0,0,0,46546
plane,makeplane,2022-11-19T12:55:01Z,2026-03-13T14:48:07Z,TypeScript,6280,54,0,0,46544
OpenCut,OpenCut-app,2025-06-22T08:02:17Z,2026-03-13T15:48:13Z,TypeScript,187,2,0,0,46538
ghostty,ghostty-org,2022-03-29T17:38:26Z,2026-03-13T15:45:28Z,Zig,3675,1,0,0,46481
metabase,metabase,2015-02-02T19:25:47Z,2026-03-13T15:23:51Z,Clojure,39747,735,0,0,46389
awesome-design-patterns,DovAmir,2018-06-04T17:47:48Z,2026-03-13T10:19:07Z,None,30,0,0,0,46383
ClickHouse,ClickHouse,2016-06-02T08:28:18Z,2026-03-13T15:17:20Z,C++,59382,746,0,0,46317
ruff,astral-sh,2022-08-09T17:17:44Z,2026-03-13T15:46:22Z,Rust,13717,403,0,0,46259
text-generation-webui,oobabooga,2022-12-21T04:17:37Z,2026-03-13T14:30:04Z,Python,1237,93,0,0,46242
frontend-dev-bookmarks,dypsilon,2013-06-22T13:23:55Z,2026-03-13T12:54:03Z,None,129,1,0,0,46179
30-Days-Of-JavaScript,Asabeneh,2019-12-23T14:07:40Z,2026-03-13T09:57:30Z,JavaScript,100,0,0,0,46172
learn-regex,ziishaned,2017-07-22T12:21:03Z,2026-03-13T08:23:46Z,None,132,0,0,0,46154
AI-For-Beginners,microsoft,2021-03-03T16:27:36Z,2026-03-13T15:39:34Z,Jupyter Notebook,289,0,0,0,46027
crewAI,crewAIInc,2023-10-27T03:26:59Z,2026-03-13T15:47:19Z,Python,1407,142,0,0,45971
acme.sh,acmesh-official,2015-12-26T12:56:33Z,2026-03-13T15:18:18Z,Shell,1514,46,0,0,45957
tldraw,tldraw,2021-05-09T11:48:37Z,2026-03-13T15:50:35Z,TypeScript,4469,102,0,0,45805
monaco-editor,microsoft,2016-06-07T16:56:31Z,2026-03-13T15:09:31Z,JavaScript,558,187,0,0,45732
MediaCrawler,NanmiCoder,2023-06-09T12:14:34Z,2026-03-13T15:44:41Z,Python,132,0,0,0,45707
architecture-samples,android,2016-02-05T13:42:07Z,2026-03-13T13:01:42Z,Kotlin,232,0,0,0,45606
GitHubDaily,GitHubDaily,2018-12-30T13:56:58Z,2026-03-13T15:10:39Z,None,3,0,0,0,45596
prisma,prisma,2019-06-20T13:33:47Z,2026-03-13T15:42:14Z,TypeScript,6757,243,0,0,45517
awesome-cheatsheets,LeCoupa,2017-11-09T02:47:15Z,2026-03-13T13:20:38Z,JavaScript,171,0,0,0,45476
nvm-windows,coreybutler,2014-09-20T16:37:28Z,2026-03-13T14:04:43Z,Go,107,23,0,0,45424
JeecgBoot,jeecgboot,2018-11-26T10:40:00Z,2026-03-13T15:49:47Z,Java,126,70,0,0,45393
jest,jestjs,2013-12-10T00:18:04Z,2026-03-13T13:01:22Z,TypeScript,5774,214,0,0,45325
AdminLTE,ColorlibHQ,2013-12-25T02:52:40Z,2026-03-13T11:10:21Z,CSS,1565,78,0,0,45320
zx,google,2021-05-05T05:50:01Z,2026-03-13T15:25:39Z,JavaScript,605,100,0,0,45276
bevy,bevyengine,2020-01-18T21:13:55Z,2026-03-13T15:09:01Z,Rust,7518,53,0,0,45051
spotube,KRTirtho,2021-02-14T03:17:58Z,2026-03-13T15:46:08Z,Dart,257,43,0,0,44924
Rocket.Chat,RocketChat,2015-05-19T07:36:09Z,2026-03-13T14:58:25Z,TypeScript,15742,1000,0,0,44873
CppCoreGuidelines,isocpp,2015-08-19T20:22:52Z,2026-03-13T12:56:27Z,CSS,826,4,0,0,44835
penpot,penpot,2015-12-29T22:09:07Z,2026-03-13T15:48:07Z,Clojure,5583,69,0,0,44808
TTS,coqui-ai,2020-05-20T15:45:28Z,2026-03-13T12:34:04Z,Python,467,98,0,0,44801
slidev,slidevjs,2021-04-24T01:25:23Z,2026-03-13T15:35:51Z,TypeScript,805,419,0,0,44789
meteor,meteor,2012-01-19T01:58:17Z,2026-03-13T14:43:51Z,JavaScript,2684,0,0,0,44777
legado,gedoor,2019-05-22T04:18:58Z,2026-03-13T12:16:06Z,Kotlin,1139,115,0,0,44757
hyper,vercel,2016-07-01T06:01:21Z,2026-03-13T13:44:33Z,TypeScript,3291,88,0,0,44714
Leaflet,Leaflet,2010-09-22T16:57:44Z,2026-03-13T14:01:24Z,JavaScript,3244,34,0,0,44639
airflow,apache,2015-04-13T18:04:58Z,2026-03-13T15:44:11Z,Python,34592,115,0,0,44623
react-hook-form,react-hook-form,2019-03-05T23:47:10Z,2026-03-13T14:26:03Z,TypeScript,2142,600,0,0,44588
grpc,grpc,2014-12-08T18:58:53Z,2026-03-13T09:15:27Z,C++,20528,364,0,0,44480
edex-ui,GitSquared,2017-01-28T09:35:02Z,2026-03-13T13:49:57Z,JavaScript,399,29,0,0,44417
pyenv,pyenv,2012-08-31T06:57:52Z,2026-03-13T14:45:29Z,Shell,1046,151,0,0,44410
awesome-compose,docker,2020-02-13T08:51:42Z,2026-03-13T15:35:30Z,HTML,149,0,0,0,44356
reactjs-interview-questions,sudheerj,2018-05-31T17:17:01Z,2026-03-13T13:40:59Z,JavaScript,170,0,0,0,44355
build-web-application-with-golang,astaxie,2012-08-02T11:49:35Z,2026-03-11T15:55:13Z,Go,757,0,0,0,44155
EasySpider,NaiboWang,2020-07-18T02:41:27Z,2026-03-13T15:50:35Z,JavaScript,44,10,0,0,44072
iina,iina,2016-12-19T07:18:45Z,2026-03-13T15:23:52Z,Swift,885,47,0,0,44047
parcel,parcel-bundler,2017-08-07T16:36:47Z,2026-03-12T18:35:14Z,JavaScript,2600,52,0,0,44044
awesome-remote-job,lukasz-madon,2015-01-02T00:31:34Z,2026-03-13T14:36:01Z,None,593,0,0,0,44029
