name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,issues,closedIssues,stars
Sunshine,LizardByte,2021-12-15T23:38:57Z,2026-03-13T15:45:08Z,C++,1745,45,0,0,35210
the-way-to-go_ZH_CN,unknwon,2013-03-24T17:18:38Z,2026-03-13T09:30:56Z,Go,592,0,0,0,35161
rufus,pbatard,2011-11-19T19:12:05Z,2026-03-13T15:27:45Z,C,1,88,0,0,35089
jax,jax-ml,2018-10-25T21:25:02Z,2026-03-13T15:48:58Z,Python,17948,134,0,0,35076
glide,bumptech,2013-07-08T22:52:33Z,2026-03-13T08:58:33Z,Java,605,54,0,0,35036
Trilium,TriliumNext,2017-05-23T00:30:20Z,2026-03-13T15:09:36Z,TypeScript,1861,349,0,0,35026
zsh-autosuggestions,zsh-users,2013-10-26T16:09:37Z,2026-03-13T11:09:40Z,Shell,116,0,0,0,35005
awesome-system-design-resources,ashishps1,2023-10-25T01:50:42Z,2026-03-13T15:49:35Z,Java,3,0,0,0,35001
HowToLiveLonger,geekan,2022-04-16T04:15:18Z,2026-03-13T10:23:00Z,None,14,0,0,0,34980
awesome-javascript,sorrycc,2014-07-01T15:59:02Z,2026-03-13T06:10:51Z,None,404,0,0,0,34924
husky,typicode,2014-06-23T12:14:21Z,2026-03-13T13:27:47Z,JavaScript,262,80,0,0,34865
claude-cookbooks,anthropics,2023-08-15T20:23:51Z,2026-03-13T15:55:20Z,Jupyter Notebook,148,0,0,0,34860
netty,netty,2010-11-09T09:22:21Z,2026-03-13T15:49:13Z,Java,5109,0,0,0,34844
Python,geekcomputers,2011-11-30T09:04:08Z,2026-03-13T13:51:50Z,Python,2017,0,0,0,34822
Retrieval-based-Voice-Conversion-WebUI,RVC-Project,2023-03-27T09:59:10Z,2026-03-13T14:18:06Z,Python,477,7,0,0,34801
jieba,fxsjy,2012-09-29T07:52:01Z,2026-03-13T09:26:55Z,Python,96,9,0,0,34797
textual,Textualize,2021-04-08T15:24:47Z,2026-03-13T15:39:11Z,Python,2286,214,0,0,34783
caffe,BVLC,2013-09-12T18:39:48Z,2026-03-12T08:39:16Z,C++,1087,14,0,0,34770
Hello-Python,mouredev,2022-08-03T17:14:53Z,2026-03-13T14:48:14Z,Python,0,0,0,0,34767
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,2015-03-28T16:52:40Z,2026-03-13T14:01:49Z,JavaScript,98,0,0,0,34705
langextract,google,2025-07-08T20:46:06Z,2026-03-13T15:55:27Z,Python,78,12,0,0,34675
bulletproof-react,alan2207,2021-05-30T14:47:16Z,2026-03-13T10:03:30Z,TypeScript,70,0,0,0,34632
Real-ESRGAN,xinntao,2021-07-19T03:23:30Z,2026-03-13T14:36:56Z,Python,21,10,0,0,34613
LibreChat,danny-avila,2023-02-12T01:06:52Z,2026-03-13T15:53:58Z,TypeScript,2930,82,0,0,34610
claude-mem,thedotmack,2025-08-31T20:50:03Z,2026-03-13T15:55:36Z,TypeScript,228,212,0,0,34578
framework,laravel,2013-01-10T21:27:28Z,2026-03-13T15:37:59Z,PHP,17602,913,0,0,34575
awesome-cto,kuchin,2016-12-16T19:22:18Z,2026-03-13T15:03:34Z,None,18,0,0,0,34501
Hyprland,hyprwm,2022-03-16T19:49:13Z,2026-03-13T15:44:44Z,C++,2306,108,0,0,34499
directus,directus,2012-12-12T01:35:36Z,2026-03-13T15:15:48Z,TypeScript,8573,358,0,0,34470
mpv,mpv-player,2012-10-13T08:08:44Z,2026-03-13T14:13:39Z,C,3813,88,0,0,34407
zoxide,ajeetdsouza,2020-03-05T13:11:40Z,2026-03-13T15:14:16Z,Rust,247,37,0,0,34398
formik,jaredpalmer,2017-06-14T19:50:59Z,2026-03-13T00:01:46Z,TypeScript,836,200,0,0,34388
croc,schollz,2017-10-17T15:20:18Z,2026-03-13T10:58:48Z,Go,287,183,0,0,34354
gold-miner,xitu,2015-11-04T03:29:13Z,2026-03-13T13:52:43Z,None,3563,0,0,0,34341
node-v0.x-archive,nodejs,2009-05-27T16:29:46Z,2026-03-12T16:30:03Z,None,218,0,0,0,34340
server,nextcloud,2016-06-02T07:44:14Z,2026-03-13T15:29:19Z,PHP,31030,405,0,0,34320
1Panel,1Panel-dev,2022-07-19T15:44:52Z,2026-03-13T15:15:05Z,Go,4751,111,0,0,34307
CyberChef,gchq,2016-11-28T10:34:07Z,2026-03-13T13:49:49Z,JavaScript,567,451,0,0,34288
pnpm,pnpm,2016-01-28T07:40:43Z,2026-03-13T15:46:05Z,TypeScript,3067,1000,0,0,34282
poetry,python-poetry,2018-02-28T15:23:47Z,2026-03-13T15:44:55Z,Python,2428,147,0,0,34282
system_prompts_leaks,asgeirtj,2025-05-03T02:43:56Z,2026-03-13T15:48:38Z,HTML,20,0,0,0,34268
TaskMatrix,chenfei-wu,2023-03-02T09:04:28Z,2026-03-13T13:53:00Z,Python,21,0,0,0,34232
refine,refinedev,2021-01-20T12:01:32Z,2026-03-13T14:04:17Z,TypeScript,4660,1000,0,0,34218
detectron2,facebookresearch,2019-09-05T21:30:20Z,2026-03-13T12:53:56Z,Python,0,10,0,0,34207
Data-Science-For-Beginners,microsoft,2021-03-03T16:30:15Z,2026-03-13T15:34:06Z,Jupyter Notebook,455,0,0,0,34195
12306,testerSunshine,2017-05-17T12:23:40Z,2026-03-13T15:07:19Z,Python,31,1,0,0,34186
clipboard.js,zenorocha,2015-09-18T23:04:55Z,2026-03-12T10:58:03Z,JavaScript,117,42,0,0,34177
selenium,SeleniumHQ,2013-01-14T21:40:56Z,2026-03-13T14:11:43Z,Java,3676,114,0,0,34117
spring-boot-demo,xkcoding,2017-11-10T06:27:29Z,2026-03-13T15:02:22Z,Java,15,0,0,0,34110
mediapipe,google-ai-edge,2019-06-13T19:16:41Z,2026-03-13T15:23:19Z,C++,201,64,0,0,34109
JavaScript,TheAlgorithms,2017-07-13T06:12:33Z,2026-03-13T13:15:35Z,JavaScript,798,0,0,0,34083
react-beautiful-dnd,atlassian,2017-08-09T03:37:15Z,2026-03-13T05:27:29Z,JavaScript,531,68,0,0,34042
AnotherRedisDesktopManager,qishibo,2019-01-08T06:01:56Z,2026-03-13T15:04:34Z,JavaScript,152,53,0,0,34033
anoma,anoma,2021-02-02T10:00:16Z,2026-03-13T11:50:34Z,Elixir,897,12,0,0,34011
nps,ehang-io,2018-11-04T13:22:51Z,2026-03-13T15:47:41Z,Go,74,59,0,0,33946
C-Plus-Plus,TheAlgorithms,2016-07-16T10:19:45Z,2026-03-13T14:12:26Z,C++,705,0,0,0,33921
harness,harness,2014-02-07T07:54:44Z,2026-03-13T09:04:41Z,Go,1054,56,0,0,33888
zxing,zxing,2011-10-12T14:07:27Z,2026-03-12T13:48:14Z,Java,345,32,0,0,33883
yazi,sxyazi,2023-07-08T11:45:55Z,2026-03-13T15:33:42Z,Rust,1137,30,0,0,33877
Clone-Wars,GorvGoyl,2020-12-02T11:10:16Z,2026-03-13T03:28:41Z,None,130,0,0,0,33862
openpose,CMU-Perceptual-Computing-Lab,2017-04-24T14:06:31Z,2026-03-13T12:40:48Z,C++,174,15,0,0,33856
filebrowser,filebrowser,2015-09-11T21:21:58Z,2026-03-13T15:16:38Z,Go,776,130,0,0,33836
LeetCode-Go,halfrost,2017-07-18T00:06:14Z,2026-03-13T08:50:59Z,Go,178,4,0,0,33821
jq,jqlang,2012-07-18T19:57:25Z,2026-03-13T14:16:16Z,C,686,15,0,0,33814
gpt-pilot,Pythagora-io,2023-08-16T11:56:07Z,2026-03-13T05:46:27Z,Python,396,0,0,0,33813
easyexcel,alibaba,2018-02-06T03:14:08Z,2026-03-13T12:13:39Z,Java,190,14,0,0,33761
ControlNet,lllyasviel,2023-02-01T02:43:30Z,2026-03-13T15:12:30Z,Python,5,0,0,0,33724
AndroidUtilCode,Blankj,2016-07-30T18:18:32Z,2026-03-13T15:50:33Z,Java,88,117,0,0,33705
everyone-can-use-english,ZuodaoTech,2019-03-15T16:33:53Z,2026-03-13T12:50:32Z,TypeScript,462,48,0,0,33698
AFNetworking,AFNetworking,2011-05-31T21:28:44Z,2026-03-13T14:26:28Z,Objective-C,710,40,0,0,33685
carbon-lang,carbon-language,2020-04-27T21:45:16Z,2026-03-13T15:48:51Z,C++,5071,611,0,0,33649
shadowsocks,shadowsocks,2012-04-20T13:10:49Z,2026-03-13T00:31:19Z,Python,70,2,0,0,33632
BitNet,microsoft,2024-08-05T09:07:38Z,2026-03-13T15:55:33Z,Python,29,0,0,0,33524
XX-Net,XX-net,2015-01-15T09:35:51Z,2026-03-13T05:07:11Z,Python,363,390,0,0,33454
shannon,KeygraphHQ,2025-09-27T01:51:47Z,2026-03-13T15:52:13Z,TypeScript,61,0,0,0,33424
v2ray-core,v2fly,2019-04-15T10:05:54Z,2026-03-13T15:27:38Z,Go,985,122,0,0,33395
CasaOS,IceWhaleTech,2021-09-26T02:33:09Z,2026-03-13T15:27:19Z,Go,275,97,0,0,33391
khoj,khoj-ai,2021-08-16T01:48:44Z,2026-03-13T15:45:59Z,Python,487,170,0,0,33375
libpku,lib-pku,2018-11-22T13:33:06Z,2026-03-13T12:42:33Z,TeX,22,0,0,0,33370
prompt-eng-interactive-tutorial,anthropics,2024-04-02T15:52:00Z,2026-03-13T15:55:14Z,Jupyter Notebook,1,0,0,0,33345
keycloak,keycloak,2013-07-02T13:38:51Z,2026-03-13T14:50:34Z,Java,19356,102,0,0,33329
spaCy,explosion,2014-07-03T15:15:40Z,2026-03-13T10:55:52Z,Python,3598,133,0,0,33318
etcher,balena-io,2015-10-27T16:53:23Z,2026-03-13T15:41:08Z,TypeScript,1731,289,0,0,33299
swc,swc-project,2017-12-22T11:40:14Z,2026-03-13T02:45:04Z,Rust,5914,780,0,0,33295
awesome-awesomeness,bayandin,2014-07-08T05:44:19Z,2026-03-13T14:14:40Z,Ruby,197,0,0,0,33284
FlClash,chen08209,2023-08-15T07:47:22Z,2026-03-13T15:53:48Z,Dart,2,102,0,0,33280
drizzle-orm,drizzle-team,2021-06-24T09:03:05Z,2026-03-13T15:10:52Z,TypeScript,664,171,0,0,33276
airi,moeru-ai,2024-12-01T16:33:36Z,2026-03-13T15:53:11Z,TypeScript,647,56,0,0,33262
wails,wailsapp,2018-12-15T23:14:06Z,2026-03-13T15:06:33Z,Go,1690,292,0,0,33224
UTM,utmapp,2019-04-12T16:09:24Z,2026-03-13T13:25:49Z,Swift,277,128,0,0,33224
learnGitBranching,pcottle,2012-08-13T22:36:09Z,2026-03-13T12:10:33Z,JavaScript,652,0,0,0,33222
awesome-sysadmin,awesome-foss,2014-12-23T08:41:22Z,2026-03-13T15:44:55Z,None,343,0,0,0,33199
nanobot,HKUDS,2026-02-01T07:16:15Z,2026-03-13T15:55:54Z,Python,275,9,0,0,33182
ijkplayer,bilibili,2013-06-03T04:12:04Z,2026-03-13T08:24:58Z,C,35,0,0,0,33121
trivy,aquasecurity,2019-04-11T01:01:07Z,2026-03-13T15:28:00Z,Go,3512,85,0,0,33115
brackets,adobe,2011-12-07T21:14:40Z,2026-03-12T06:22:09Z,JavaScript,4332,69,0,0,33107
chatbot-ui,mckaywrigley,2023-03-11T14:53:14Z,2026-03-13T12:48:31Z,TypeScript,281,0,0,0,33100
immutable-js,immutable-js,2014-07-02T06:02:29Z,2026-03-13T12:57:12Z,TypeScript,622,93,0,0,33097
k9s,derailed,2019-01-25T18:46:02Z,2026-03-13T13:43:46Z,Go,965,257,0,0,33054
AdGuardHome,AdguardTeam,2016-07-06T10:31:47Z,2026-03-13T15:42:28Z,Go,125,231,0,0,33037
diffusers,huggingface,2022-05-30T16:04:02Z,2026-03-13T15:05:23Z,Python,5537,89,0,0,33030
tabby,TabbyML,2023-03-16T09:18:01Z,2026-03-13T14:14:01Z,Rust,3001,249,0,0,33016
gulp,gulpjs,2013-07-04T05:26:06Z,2026-03-10T20:09:33Z,JavaScript,412,24,0,0,33013
serenity,SerenityOS,2018-12-02T19:28:41Z,2026-03-13T06:05:53Z,C++,19929,0,0,0,33000
firecracker,firecracker-microvm,2017-10-19T06:18:47Z,2026-03-13T14:35:34Z,Rust,3443,85,0,0,32979
sniffnet,GyulyVGC,2022-07-31T21:55:56Z,2026-03-13T14:53:41Z,Rust,489,16,0,0,32967
goose,block,2024-08-23T19:03:36Z,2026-03-13T15:45:40Z,Rust,4370,123,0,0,32964
OCRmyPDF,ocrmypdf,2013-12-20T08:26:28Z,2026-03-13T15:24:45Z,Python,169,52,0,0,32931
stb,nothings,2014-05-25T16:51:23Z,2026-03-13T14:46:04Z,C,292,0,0,0,32928
ShadowsocksX-NG,shadowsocks,2016-06-10T11:49:00Z,2026-03-13T14:44:25Z,Swift,64,30,0,0,32905
certbot,certbot,2014-11-12T02:52:20Z,2026-03-13T10:18:33Z,Python,4081,69,0,0,32897
Vane,ItzCrazyKns,2024-04-09T10:51:32Z,2026-03-13T15:39:14Z,TypeScript,84,33,0,0,32887
fish-shell,fish-shell,2012-05-10T03:00:55Z,2026-03-13T15:01:39Z,Rust,2192,62,0,0,32849
modern-unix,ibraheemdev,2021-01-12T00:50:14Z,2026-03-13T04:34:35Z,None,15,0,0,0,32815
backstage,backstage,2020-01-24T22:39:49Z,2026-03-13T15:46:56Z,TypeScript,20477,498,0,0,32808
go-zero,zeromicro,2020-08-07T15:37:57Z,2026-03-13T10:44:04Z,Go,2435,149,0,0,32800
CLIP,openai,2020-12-16T11:24:42Z,2026-03-13T15:29:04Z,Jupyter Notebook,29,0,0,0,32799
dspy,stanfordnlp,2023-01-09T21:01:51Z,2026-03-13T15:02:33Z,Python,1481,106,0,0,32778
comprehensive-rust,google,2022-12-21T15:17:24Z,2026-03-13T06:38:02Z,Rust,2404,0,0,0,32734
nacos,alibaba,2018-06-15T06:49:27Z,2026-03-13T13:32:51Z,Java,3348,89,0,0,32729
paper-reading,mli,2021-10-22T06:34:51Z,2026-03-13T05:48:44Z,None,15,0,0,0,32683
MonitorControl,MonitorControl,2017-09-16T21:13:40Z,2026-03-13T15:52:45Z,Swift,220,26,0,0,32662
YesPlayMusic,qier222,2020-10-09T10:04:21Z,2026-03-13T12:01:09Z,Vue,292,32,0,0,32647
restic,restic,2014-04-27T14:07:58Z,2026-03-13T12:44:10Z,Go,2318,49,0,0,32644
WxJava,binarywang,2016-01-06T08:24:05Z,2026-03-13T12:33:25Z,Java,1194,31,0,0,32628
netron,lutzroeder,2010-12-26T12:53:43Z,2026-03-13T15:52:39Z,JavaScript,1,7,0,0,32575
glance,glanceapp,2024-04-27T18:55:38Z,2026-03-13T14:34:10Z,Go,110,33,0,0,32490
marker,datalab-to,2023-10-30T20:14:08Z,2026-03-13T15:42:19Z,Python,228,71,0,0,32489
floating-ui,floating-ui,2016-03-29T17:00:47Z,2026-03-13T15:48:08Z,TypeScript,1209,506,0,0,32487
mmdetection,open-mmlab,2018-08-22T07:06:06Z,2026-03-13T10:00:46Z,Python,2358,53,0,0,32483
yew,yewstack,2017-12-16T14:19:02Z,2026-03-13T12:34:45Z,Rust,1900,40,0,0,32474
remix,remix-run,2020-10-26T19:57:28Z,2026-03-13T15:46:09Z,TypeScript,3675,357,0,0,32470
cursor,cursor,2023-03-12T00:19:42Z,2026-03-13T14:16:30Z,None,47,0,0,0,32429
k3s,k3s-io,2018-05-31T01:37:46Z,2026-03-13T15:35:49Z,Go,4497,957,0,0,32427
beego,beego,2012-02-29T02:32:08Z,2026-03-13T13:52:43Z,Go,1328,43,0,0,32424
awesome-php,ziadoz,2013-11-26T03:14:19Z,2026-03-13T05:11:58Z,None,457,0,0,0,32420
swr,vercel,2019-10-28T18:16:01Z,2026-03-13T00:01:48Z,TypeScript,816,126,0,0,32338
medusa,medusajs,2020-01-18T13:39:04Z,2026-03-13T12:13:47Z,TypeScript,8415,146,0,0,32321
web-check,Lissy93,2023-06-25T14:32:11Z,2026-03-13T14:28:32Z,TypeScript,53,1,0,0,32269
my-tv,lizongying,2023-12-04T12:18:39Z,2026-03-13T08:27:28Z,C,11,72,0,0,32245
linux-insides,0xAX,2015-01-03T18:44:57Z,2026-03-13T10:07:13Z,Python,620,0,0,0,32238
PDFMathTranslate,PDFMathTranslate,2024-09-06T06:56:03Z,2026-03-13T13:14:56Z,Python,136,24,0,0,32230
echo,labstack,2015-03-01T17:43:01Z,2026-03-13T06:56:12Z,Go,630,116,0,0,32226
pytorch-tutorial,yunjey,2017-03-10T07:41:47Z,2026-03-13T12:19:49Z,Python,28,0,0,0,32219
erpnext,frappe,2011-06-08T08:20:56Z,2026-03-13T15:42:08Z,Python,28851,1000,0,0,32214
material-design-lite,google,2015-01-14T22:01:33Z,2026-03-13T02:03:08Z,HTML,655,14,0,0,32213
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,2021-01-02T12:08:37Z,2026-03-13T15:48:49Z,None,3,0,0,0,32196
fairseq,facebookresearch,2017-08-29T16:26:12Z,2026-03-13T12:19:51Z,Python,236,16,0,0,32190
linera-protocol,linera-io,2021-12-19T04:09:21Z,2026-03-13T15:25:06Z,Rust,3593,33,0,0,32150
run,The-Run-Philosophy-Organization,2022-04-10T05:42:40Z,2026-03-13T12:03:49Z,None,172,0,0,0,32144
kafka,apache,2011-08-15T18:06:16Z,2026-03-13T15:44:10Z,Java,12844,0,0,0,32138
nginx-proxy-manager,NginxProxyManager,2017-12-20T23:01:16Z,2026-03-13T14:01:29Z,TypeScript,683,86,0,0,32078
just,casey,2016-06-17T06:08:08Z,2026-03-13T15:36:40Z,Rust,1378,131,0,0,32047
glances,nicolargo,2011-12-04T08:49:15Z,2026-03-13T15:28:36Z,Python,774,56,0,0,32036
sharp,lovell,2013-08-19T20:24:24Z,2026-03-13T15:28:35Z,JavaScript,312,107,0,0,32011
posthog,PostHog,2020-01-23T22:46:58Z,2026-03-13T15:45:07Z,Python,35250,90,0,0,32005
cockroach,cockroachdb,2014-02-06T00:18:47Z,2026-03-13T15:46:39Z,Go,73070,0,0,0,31983
GPTs,linexjlin,2023-11-11T03:24:16Z,2026-03-13T13:31:13Z,None,45,0,0,0,31978
TradingAgents,TauricResearch,2024-12-28T03:31:08Z,2026-03-13T15:18:37Z,Python,19,1,0,0,31975
graphql-engine,hasura,2018-06-18T07:57:36Z,2026-03-13T12:36:28Z,TypeScript,2110,300,0,0,31919
dokku,dokku,2013-06-08T10:26:57Z,2026-03-13T11:23:34Z,Shell,4540,319,0,0,31912
ai-engineering-hub,patchy631,2024-10-21T10:43:24Z,2026-03-13T15:47:33Z,Jupyter Notebook,63,0,0,0,31905
android-open-project,Trinea,2014-01-05T15:20:15Z,2026-03-13T01:12:41Z,None,204,0,0,0,31841
ExplorerPatcher,valinet,2021-08-09T14:17:24Z,2026-03-13T15:40:36Z,C,20,296,0,0,31839
continue,continuedev,2023-05-24T03:39:39Z,2026-03-13T15:55:47Z,TypeScript,3936,803,0,0,31824
html2canvas,niklasvh,2011-07-16T01:05:58Z,2026-03-13T10:34:30Z,TypeScript,186,45,0,0,31820
chatgpt-web,Chanzhaoyu,2023-02-09T03:21:37Z,2026-03-13T11:34:40Z,Vue,159,43,0,0,31792
kitty,kovidgoyal,2016-10-16T14:48:28Z,2026-03-13T15:45:28Z,Python,1250,133,0,0,31790
MS-DOS,microsoft,2018-06-25T18:26:02Z,2026-03-13T14:30:50Z,Assembly,37,0,0,0,31763
vue-vben-admin,vbenjs,2020-07-11T02:29:21Z,2026-03-13T15:49:48Z,Vue,1753,61,0,0,31761
lottie-web,airbnb,2015-02-20T21:02:59Z,2026-03-13T09:06:57Z,JavaScript,136,0,0,0,31749
vimrc,amix,2012-05-29T16:19:29Z,2026-03-13T05:20:55Z,Vim Script,107,0,0,0,31727
3x-ui,MHSanaei,2023-02-09T19:16:57Z,2026-03-13T15:47:40Z,HTML,642,102,0,0,31722
rxjs,ReactiveX,2015-03-15T06:17:10Z,2026-03-12T20:33:57Z,TypeScript,2588,2,0,0,31655
rocksdb,facebook,2012-11-30T06:16:18Z,2026-03-13T12:21:14Z,C++,620,212,0,0,31625
ChatDev,OpenBMB,2023-08-28T02:18:13Z,2026-03-13T15:54:04Z,Python,139,11,0,0,31606
editor.js,codex-team,2015-11-28T20:56:35Z,2026-03-13T15:54:57Z,TypeScript,871,108,0,0,31605
dokploy,Dokploy,2024-04-19T07:49:30Z,2026-03-13T15:19:14Z,TypeScript,1354,150,0,0,31605
numpy,numpy,2010-09-13T23:02:39Z,2026-03-13T13:21:34Z,Python,13951,140,0,0,31596
slate,ianstormtaylor,2016-06-18T01:52:42Z,2026-03-13T09:12:40Z,TypeScript,1980,210,0,0,31588
minikube,kubernetes,2016-04-15T22:38:35Z,2026-03-13T15:35:42Z,Go,9396,154,0,0,31581
tinygrad,tinygrad,2020-10-18T16:23:12Z,2026-03-13T15:08:37Z,Python,10595,14,0,0,31566
shardeum,shardeum,2024-04-16T22:37:25Z,2026-03-13T11:50:39Z,TypeScript,326,0,0,0,31554
CheatSheetSeries,OWASP,2018-12-21T14:26:43Z,2026-03-13T15:57:31Z,Python,1199,0,0,0,31543
surrealdb,surrealdb,2021-12-09T15:03:29Z,2026-03-13T15:39:07Z,Rust,2633,122,0,0,31532
raylib,raysan5,2013-10-24T15:46:04Z,2026-03-13T14:57:22Z,C,2460,24,0,0,31514
conductor,conductor-oss,2023-12-08T06:06:09Z,2026-03-13T15:42:04Z,Java,360,35,0,0,31497
graphrag,microsoft,2024-03-27T17:57:52Z,2026-03-13T13:16:51Z,Python,721,36,0,0,31437
WSL,microsoft,2016-04-06T17:32:56Z,2026-03-13T15:37:34Z,C++,579,97,0,0,31388
tokio,tokio-rs,2016-09-09T22:31:36Z,2026-03-13T15:45:46Z,Rust,3807,141,0,0,31385
lede,coolsnowwolf,2017-09-06T07:39:03Z,2026-03-13T13:11:21Z,C,2052,7,0,0,31360
sing-box,SagerNet,2022-06-30T13:27:22Z,2026-03-13T15:12:43Z,Go,193,503,0,0,31351
influxdb,influxdata,2013-09-26T14:31:10Z,2026-03-13T15:46:21Z,Rust,10940,96,0,0,31343
alpine,alpinejs,2019-11-28T13:51:55Z,2026-03-13T15:41:19Z,HTML,695,146,0,0,31310
dotfiles,mathiasbynens,2011-09-05T18:07:54Z,2026-03-13T14:28:20Z,Shell,44,0,0,0,31269
interactive-coding-challenges,donnemartin,2015-04-28T21:36:39Z,2026-03-13T03:15:48Z,Python,176,0,0,0,31238
motion,motiondivision,2018-11-16T09:48:38Z,2026-03-13T14:18:58Z,TypeScript,1209,0,0,0,31194
jsPDF,parallax,2009-12-06T14:56:32Z,2026-03-13T15:02:55Z,JavaScript,753,41,0,0,31179
agents,wshobson,2025-07-24T23:28:14Z,2026-03-13T15:19:05Z,Python,53,0,0,0,31153
Blog,mqyqingfeng,2017-03-13T10:04:33Z,2026-03-13T13:55:53Z,None,3,0,0,0,31118
DevToys,DevToys-app,2021-09-29T01:40:41Z,2026-03-13T15:23:12Z,C#,501,39,0,0,31080
docsify,docsifyjs,2016-11-20T07:55:43Z,2026-03-13T07:35:30Z,JavaScript,784,17,0,0,31047
pear-desktop,pear-devs,2019-04-19T18:14:40Z,2026-03-13T15:31:45Z,TypeScript,1630,87,0,0,31042
Sortable,SortableJS,2013-12-19T10:10:13Z,2026-03-13T09:48:51Z,JavaScript,248,31,0,0,31034
tqdm,tqdm,2015-06-03T13:13:14Z,2026-03-13T09:18:47Z,Python,289,133,0,0,31029
ML-From-Scratch,eriklindernoren,2017-02-05T12:11:23Z,2026-03-13T15:22:44Z,Python,9,0,0,0,31025
podman,containers,2017-11-01T15:01:27Z,2026-03-13T15:57:55Z,Go,12241,237,0,0,31010
fabric.js,fabricjs,2010-06-09T22:24:38Z,2026-03-13T15:53:20Z,TypeScript,2430,181,0,0,31002
symfony,symfony,2010-01-04T14:21:21Z,2026-03-13T14:43:48Z,PHP,25614,603,0,0,30970
OpenAPI-Specification,OAI,2014-03-03T16:53:36Z,2026-03-13T15:00:13Z,Markdown,1808,14,0,0,30951
lux,iawia002,2018-02-24T11:29:03Z,2026-03-13T14:03:10Z,Go,304,86,0,0,30946
pytorch-lightning,Lightning-AI,2019-03-31T00:45:57Z,2026-03-12T16:16:24Z,Python,9341,172,0,0,30923
btop,aristocratos,2021-05-06T18:40:21Z,2026-03-13T15:40:41Z,C++,372,54,0,0,30903
seaweedfs,seaweedfs,2014-07-14T16:41:37Z,2026-03-13T14:54:10Z,Go,3725,291,0,0,30898
weekly,ascoders,2017-03-20T06:10:04Z,2026-03-13T11:02:21Z,JavaScript,136,193,0,0,30896
calculator,microsoft,2019-01-28T17:55:49Z,2026-03-13T13:13:46Z,C++,913,0,0,0,30867
p3c,alibaba,2017-06-23T06:15:51Z,2026-03-13T10:07:10Z,Kotlin,62,0,0,0,30834
webtorrent,webtorrent,2013-10-15T08:16:40Z,2026-03-13T14:23:25Z,JavaScript,970,229,0,0,30828
frigate,blakeblackshear,2019-01-26T13:52:38Z,2026-03-13T15:48:36Z,TypeScript,3769,76,0,0,30811
jQuery-File-Upload,blueimp,2010-12-01T15:35:32Z,2026-03-13T14:28:48Z,PHP,119,0,0,0,30806
AI-Expert-Roadmap,AMAI-GmbH,2020-10-24T21:49:40Z,2026-03-13T13:18:56Z,JavaScript,14,0,0,0,30798
mantine,mantinedev,2021-01-07T14:02:19Z,2026-03-13T14:10:45Z,TypeScript,1592,291,0,0,30782
TrackersListCollection,XIU2,2019-10-03T15:55:07Z,2026-03-13T11:13:47Z,None,7,0,0,0,30769
autoresearch,karpathy,2026-03-06T22:00:43Z,2026-03-13T15:57:56Z,Python,5,0,0,0,30765
refined-github,refined-github,2016-02-15T16:45:02Z,2026-03-13T12:29:48Z,TypeScript,3631,186,0,0,30694
uppy,transloadit,2015-11-16T12:32:33Z,2026-03-13T08:46:16Z,TypeScript,3277,392,0,0,30680
changedetection.io,dgtlmoon,2021-01-27T16:03:30Z,2026-03-13T14:13:44Z,Python,1061,204,0,0,30650
spring-boot-examples,ityouknow,2016-11-05T05:32:33Z,2026-03-13T12:45:12Z,Java,7,0,0,0,30646
DeepFaceLive,iperov,2020-12-15T12:19:22Z,2026-03-13T10:05:49Z,Python,13,35,0,0,30617
roop,s0md3v,2023-05-28T14:37:54Z,2026-03-13T14:34:43Z,Python,0,6,0,0,30551
layui,layui,2015-09-22T08:12:03Z,2026-03-13T07:29:26Z,JavaScript,674,173,0,0,30542
vscodium,VSCodium,2018-08-13T14:26:58Z,2026-03-13T14:14:45Z,Shell,633,267,0,0,30496
one-api,songquanpeng,2023-04-22T12:39:24Z,2026-03-13T14:57:40Z,JavaScript,287,55,0,0,30470
Proton,ValveSoftware,2018-03-13T18:45:27Z,2026-03-13T12:20:32Z,C++,13,76,0,0,30405
BetterDisplay,waydabber,2021-10-24T08:32:56Z,2026-03-13T15:52:54Z,None,2,122,0,0,30385
particles.js,VincentGarreau,2014-09-06T14:29:47Z,2026-03-13T02:37:23Z,JavaScript,21,6,0,0,30359
sequelize,sequelize,2010-07-22T07:11:11Z,2026-03-13T13:30:04Z,TypeScript,5023,490,0,0,30350
react-three-fiber,pmndrs,2019-02-25T14:31:51Z,2026-03-13T14:47:16Z,TypeScript,690,131,0,0,30349
awesome-macos-command-line,herrbischoff,2015-09-22T19:37:55Z,2026-03-13T14:26:00Z,None,104,0,0,0,30345
hutool,chinabugotech,2014-04-13T07:23:51Z,2026-03-13T15:25:28Z,Java,515,157,0,0,30339
algo,trailofbits,2016-05-15T03:42:48Z,2026-03-13T09:35:50Z,Python,689,4,0,0,30334
NeteaseCloudMusicApi,Binaryify,2016-06-22T11:58:03Z,2026-03-13T14:29:37Z,None,292,0,0,0,30293
folly,facebook,2012-06-01T20:49:04Z,2026-03-13T15:02:54Z,C++,13,281,0,0,30281
